Date/Time, Time Diff, Byte Counter, Byte Diff Counter, Packet Counter, Header Info, 
2024-04-08 23:32:17.738268, 0:00:00.000007, 19874, 8, 299, MASTER_2, 
2024-04-08 23:32:17.738276, 0:00:00.000008, 20063, 189, 300, SLAVE_2, 
2024-04-08 23:32:17.738283, 0:00:00.000007, 20071, 8, 301, MASTER_1, 
2024-04-08 23:32:17.738294, 0:00:00.000022, 20136, 65, 302, SLAVE_1, 
2024-04-08 23:32:17.738320, 0:00:00.000017, 20144, 8, 303, MASTER_2, 
2024-04-08 23:32:17.738334, 0:00:00.000012, 20333, 189, 304, SLAVE_2, 
2024-04-08 23:32:17.738345, 0:00:00.000012, 20341, 8, 305, MASTER_1, 
2024-04-08 23:32:17.738356, 0:00:00.000011, 20406, 65, 306, SLAVE_1, 
2024-04-08 23:32:17.738367, 0:00:00.000011, 20414, 8, 307, MASTER_2, 
2024-04-08 23:32:17.738862, 0:00:00.000501, 20603, 189, 308, SLAVE_2, 
2024-04-08 23:32:17.738886, 0:00:00.000018, 20611, 8, 309, MASTER_1, 
2024-04-08 23:32:17.738899, 0:00:00.000012, 20676, 65, 310, SLAVE_1, 
2024-04-08 23:32:17.738909, 0:00:00.000010, 20684, 8, 311, MASTER_2, 
2024-04-08 23:32:17.738919, 0:00:00.000009, 20873, 189, 312, SLAVE_2, 
2024-04-08 23:32:17.738927, 0:00:00.000009, 20881, 8, 313, MASTER_1, 
2024-04-08 23:32:17.738936, 0:00:00.000009, 20946, 65, 314, SLAVE_1, 
2024-04-08 23:32:17.738944, 0:00:00.000008, 20954, 8, 315, MASTER_2, 
2024-04-08 23:32:17.738953, 0:00:00.000009, 21143, 189, 316, SLAVE_2, 
2024-04-08 23:32:17.738961, 0:00:00.000008, 21151, 8, 317, MASTER_1, 
2024-04-08 23:32:17.738970, 0:00:00.000009, 21216, 65, 318, SLAVE_1, 
2024-04-08 23:32:17.738978, 0:00:00.000008, 21224, 8, 319, MASTER_2, 
2024-04-08 23:32:17.738987, 0:00:00.000009, 21413, 189, 320, SLAVE_2, 
2024-04-08 23:32:17.738995, 0:00:00.000008, 21421, 8, 321, MASTER_1, 
2024-04-08 23:32:17.739004, 0:00:00.000009, 21486, 65, 322, SLAVE_1, 
2024-04-08 23:32:17.739012, 0:00:00.000008, 21494, 8, 323, MASTER_2, 
2024-04-08 23:32:17.739021, 0:00:00.000009, 21683, 189, 324, SLAVE_2, 
2024-04-08 23:32:17.739029, 0:00:00.000008, 21691, 8, 325, MASTER_1, 
2024-04-08 23:32:17.739037, 0:00:00.000008, 21756, 65, 326, SLAVE_1, 
2024-04-08 23:32:17.739046, 0:00:00.000008, 21764, 8, 327, MASTER_2, 
2024-04-08 23:32:17.739054, 0:00:00.000009, 21953, 189, 328, SLAVE_2, 
2024-04-08 23:32:17.739062, 0:00:00.000008, 21961, 8, 329, MASTER_1, 
2024-04-08 23:32:17.739071, 0:00:00.000009, 22026, 65, 330, SLAVE_1, 
2024-04-08 23:32:17.739079, 0:00:00.000008, 22034, 8, 331, MASTER_2, 
2024-04-08 23:32:17.739088, 0:00:00.000009, 22223, 189, 332, SLAVE_2, 
2024-04-08 23:32:17.739096, 0:00:00.000008, 22231, 8, 333, MASTER_1, 
2024-04-08 23:32:17.739104, 0:00:00.000008, 22296, 65, 334, SLAVE_1, 
2024-04-08 23:32:17.739113, 0:00:00.000009, 22304, 8, 335, MASTER_2, 
2024-04-08 23:32:17.739121, 0:00:00.000008, 22493, 189, 336, SLAVE_2, 
2024-04-08 23:32:17.739129, 0:00:00.000008, 22501, 8, 337, MASTER_1, 
2024-04-08 23:32:17.739138, 0:00:00.000009, 22566, 65, 338, SLAVE_1, 
2024-04-08 23:32:17.739146, 0:00:00.000008, 22574, 8, 339, MASTER_2, 
2024-04-08 23:32:17.739155, 0:00:00.000009, 22763, 189, 340, SLAVE_2, 
2024-04-08 23:32:17.739163, 0:00:00.000008, 22771, 8, 341, MASTER_1, 
2024-04-08 23:32:17.739171, 0:00:00.000008, 22836, 65, 342, SLAVE_1, 
2024-04-08 23:32:17.739179, 0:00:00.000008, 22844, 8, 343, MASTER_2, 
2024-04-08 23:32:17.739188, 0:00:00.000010, 23033, 189, 344, SLAVE_2, 
2024-04-08 23:32:17.739197, 0:00:00.000007, 23041, 8, 345, MASTER_1, 
2024-04-08 23:32:17.739205, 0:00:00.000009, 23106, 65, 346, SLAVE_1, 
2024-04-08 23:32:17.739213, 0:00:00.000008, 23114, 8, 347, MASTER_2, 
2024-04-08 23:32:17.739222, 0:00:00.000009, 23303, 189, 348, SLAVE_2, 
2024-04-08 23:32:17.739230, 0:00:00.000008, 23311, 8, 349, MASTER_1, 
2024-04-08 23:32:17.739239, 0:00:00.000666, 23376, 65, 350, SLAVE_1, 
2024-04-08 23:32:17.739918, 0:00:00.000023, 23384, 8, 351, MASTER_2, 
2024-04-08 23:32:17.739930, 0:00:00.000012, 23573, 189, 352, SLAVE_2, 
2024-04-08 23:32:17.739940, 0:00:00.000008, 23581, 8, 353, MASTER_1, 
2024-04-08 23:32:17.739947, 0:00:00.000008, 23646, 65, 354, SLAVE_1, 
2024-04-08 23:32:17.739955, 0:00:00.000008, 23654, 8, 355, MASTER_2, 
2024-04-08 23:32:17.739963, 0:00:00.000007, 23843, 189, 356, SLAVE_2, 
2024-04-08 23:32:17.739970, 0:00:00.000008, 23851, 8, 357, MASTER_1, 
2024-04-08 23:32:17.739977, 0:00:00.000007, 23916, 65, 358, SLAVE_1, 
2024-04-08 23:32:17.739985, 0:00:00.000007, 23924, 8, 359, MASTER_2, 
2024-04-08 23:32:17.739992, 0:00:00.000008, 24113, 189, 360, SLAVE_2, 
2024-04-08 23:32:17.739999, 0:00:00.000007, 24121, 8, 361, MASTER_1, 
2024-04-08 23:32:17.740006, 0:00:00.000007, 24186, 65, 362, SLAVE_1, 
2024-04-08 23:32:17.740013, 0:00:00.000007, 24194, 8, 363, MASTER_2, 
2024-04-08 23:32:17.740021, 0:00:00.000007, 24383, 189, 364, SLAVE_2, 
2024-04-08 23:32:17.740028, 0:00:00.000007, 24391, 8, 365, MASTER_1, 
2024-04-08 23:32:17.740035, 0:00:00.000008, 24456, 65, 366, SLAVE_1, 
2024-04-08 23:32:17.740042, 0:00:00.000007, 24464, 8, 367, MASTER_2, 
2024-04-08 23:32:17.741181, 0:00:00.001146, 24653, 189, 368, SLAVE_2, 
2024-04-08 23:32:17.741203, 0:00:00.000014, 24661, 8, 369, MASTER_1, 
2024-04-08 23:32:17.741212, 0:00:00.000010, 24669, 8, 370, SLAVE_1(*ERROR*), 
2024-04-08 23:32:17.741219, 0:00:00.000007, 24669, 0, 371, MASTER_2, 
2024-04-08 23:32:17.741228, 0:00:00.000009, 24858, 189, 372, SLAVE_2, 
2024-04-08 23:32:17.741235, 0:00:00.000007, 24866, 8, 373, MASTER_1, 
2024-04-08 23:32:17.741242, 0:00:00.000007, 24874, 8, 374, SLAVE_1(*ERROR*), 
2024-04-08 23:32:17.741248, 0:00:00.000006, 24874, 0, 375, MASTER_2, 
2024-04-08 23:32:17.741256, 0:00:00.000008, 25063, 189, 376, SLAVE_2, 
2024-04-08 23:32:17.741263, 0:00:00.000007, 25071, 8, 377, MASTER_1, 
2024-04-08 23:32:17.741270, 0:00:00.000007, 25079, 8, 378, SLAVE_1(*ERROR*), 
2024-04-08 23:32:17.741276, 0:00:00.000005, 25079, 0, 379, MASTER_2, 
2024-04-08 23:32:17.741283, 0:00:00.000008, 25268, 189, 380, SLAVE_2, 
2024-04-08 23:32:17.741290, 0:00:00.000007, 25276, 8, 381, MASTER_1, 
2024-04-08 23:32:17.741297, 0:00:00.000007, 25284, 8, 382, SLAVE_1(*ERROR*), 
2024-04-08 23:32:17.741303, 0:00:00.000006, 25284, 0, 383, MASTER_2, 
2024-04-08 23:32:17.741310, 0:00:00.000007, 25473, 189, 384, SLAVE_2, 
2024-04-08 23:32:17.741317, 0:00:00.000007, 25481, 8, 385, MASTER_1, 
2024-04-08 23:32:17.741324, 0:00:00.000007, 25489, 8, 386, SLAVE_1(*ERROR*), 
2024-04-08 23:32:17.741330, 0:00:00.000006, 25489, 0, 387, MASTER_2, 
2024-04-08 23:32:17.741337, 0:00:00.000007, 25678, 189, 388, SLAVE_2, 
2024-04-08 23:32:17.741344, 0:00:00.000007, 25686, 8, 389, MASTER_1, 
2024-04-08 23:32:17.741351, 0:00:00.000007, 25694, 8, 390, SLAVE_1(*ERROR*), 
2024-04-08 23:32:17.741357, 0:00:00.000005, 25694, 0, 391, MASTER_2, 
2024-04-08 23:32:17.741364, 0:00:00.000008, 25883, 189, 392, SLAVE_2, 
2024-04-08 23:32:17.741371, 0:00:00.000007, 25891, 8, 393, MASTER_1, 
2024-04-08 23:32:17.741378, 0:00:00.000007, 25899, 8, 394, SLAVE_1(*ERROR*), 
2024-04-08 23:32:17.741384, 0:00:00.000005, 25899, 0, 395, MASTER_2, 
2024-04-08 23:32:17.741391, 0:00:00.000008, 26088, 189, 396, SLAVE_2, 
2024-04-08 23:32:17.741398, 0:00:00.000007, 26096, 8, 397, MASTER_1, 
2024-04-08 23:32:17.741405, 0:00:00.000007, 26104, 8, 398, SLAVE_1(*ERROR*), 
2024-04-08 23:32:17.741411, 0:00:00.000006, 26104, 0, 399, MASTER_2, 
2024-04-08 23:32:17.741418, 0:00:00.000007, 26293, 189, 400, SLAVE_2, 
2024-04-08 23:32:17.741425, 0:00:00.000007, 26301, 8, 401, MASTER_1, 
2024-04-08 23:32:17.741432, 0:00:00.000006, 26309, 8, 402, SLAVE_1(*ERROR*), 
2024-04-08 23:32:17.741438, 0:00:00.000006, 26309, 0, 403, MASTER_2, 
2024-04-08 23:32:17.741445, 0:00:00.000008, 26498, 189, 404, SLAVE_2, 
2024-04-08 23:32:17.741452, 0:00:00.000007, 26506, 8, 405, MASTER_1, 
2024-04-08 23:32:17.741459, 0:00:00.000007, 26514, 8, 406, SLAVE_1(*ERROR*), 
2024-04-08 23:32:17.741465, 0:00:00.000006, 26514, 0, 407, MASTER_2, 
2024-04-08 23:32:17.741472, 0:00:00.000007, 26703, 189, 408, SLAVE_2, 
2024-04-08 23:32:17.741479, 0:00:00.000007, 26711, 8, 409, MASTER_1, 
2024-04-08 23:32:17.741486, 0:00:00.000006, 26719, 8, 410, SLAVE_1(*ERROR*), 
2024-04-08 23:32:17.741492, 0:00:00.000006, 26719, 0, 411, MASTER_2, 
2024-04-08 23:32:17.741499, 0:00:00.000008, 26908, 189, 412, SLAVE_2, 
2024-04-08 23:32:17.741506, 0:00:00.000007, 26916, 8, 413, MASTER_1, 
2024-04-08 23:32:17.741513, 0:00:00.000006, 26924, 8, 414, SLAVE_1(*ERROR*), 
2024-04-08 23:32:17.741519, 0:00:00.000006, 26924, 0, 415, MASTER_2, 
2024-04-08 23:32:17.743005, 0:00:00.001495, 26924, 0, 415, END PROGRAM, 
